gen,best_score
1,50326.79989892858
2,48922.27831374436
3,48922.27831374436
4,46006.29549458617
5,46006.29549458617
6,45522.97231383858
7,45522.97231383858
8,44558.644393811956
9,44017.00392695573
10,43543.11783952107
11,43543.11783952107
12,42546.620183968436
13,42225.349781788675
14,41931.257820586354
15,41931.257820586354
16,40373.43450230112
17,40373.43450230112
18,40287.98445918566
19,39750.65541719592
20,39282.90417000328
21,39282.90417000328
22,39015.940509998734
23,39015.940509998734
24,37662.62092466837
25,37662.62092466837
26,37035.54107154182
27,37035.54107154182
28,37035.54107154182
29,36530.987802718475
30,36441.18339328359
31,36441.18339328359
32,35222.3969243699
33,35222.3969243699
34,35222.3969243699
35,34953.16559302236
36,34515.91769877347
37,34515.91769877347
38,34268.0255456933
39,34268.0255456933
40,34141.79610067219
41,34027.583535421756
42,33729.58030297929
43,33729.58030297929
44,32757.368707643775
45,32757.368707643775
46,32757.368707643775
47,32467.91140211377
48,32467.91140211377
49,32467.91140211377
50,31668.31095631294
51,31299.48376855124
52,31299.48376855124
53,31299.48376855124
54,31299.48376855124
55,31030.767555152062
56,31030.767555152062
57,30740.18916102883
58,30740.18916102883
59,30740.18916102883
60,30740.18916102883
61,30291.213499410736
62,30223.353828187424
63,30223.353828187424
64,30118.263888001853
65,30019.798989145344
66,29983.94826082966
67,29983.94826082966
68,29821.28682965457
69,29821.28682965457
70,29821.28682965457
71,29821.28682965457
72,29821.28682965457
73,29821.28682965457
74,29697.769376834432
75,29697.769376834432
76,29697.769376834432
77,29659.003656345463
78,29659.003656345463
79,29659.003656345463
80,29659.003656345463
81,29544.135169651734
82,29544.135169651734
83,29544.135169651734
84,29213.06851697145
85,29213.06851697145
86,29213.06851697145
87,29213.06851697145
88,29213.06851697145
89,29213.06851697145
90,29109.964786629876
91,29096.289910703214
92,28762.512798005955
93,28762.512798005955
94,28724.92140572072
95,28724.92140572072
96,28713.982414702106
97,28562.555380588754
98,28540.449019625954
99,28487.480432478635
100,28399.04386693273
101,27664.34957319916
102,27664.34957319916
103,27664.34957319916
104,27664.34957319916
105,27664.34957319916
106,27664.34957319916
107,27664.34957319916
108,27508.821900881667
109,27508.821900881667
110,27508.821900881667
111,27499.702352838478
112,27499.702352838478
113,27499.702352838478
114,27246.893670474878
115,27246.893670474878
116,27246.893670474878
117,27246.893670474878
118,27246.893670474878
119,27246.893670474878
120,27235.30446305271
121,27151.45286389261
122,27089.089370340727
123,27089.089370340727
124,27049.81858792569
125,27021.023926173584
126,27021.023926173584
127,27021.023926173584
128,26363.958052601083
129,26363.958052601083
130,26363.958052601083
131,26337.889713129698
132,26337.889713129698
133,26278.7515685151
134,26278.7515685151
135,26278.7515685151
136,26278.7515685151
137,26278.7515685151
138,26024.349156257285
139,26024.349156257285
140,26024.349156257285
141,26024.349156257285
142,26024.349156257285
143,26024.349156257285
144,25900.250157680664
145,25900.250157680664
146,25861.306318991694
147,25861.306318991694
148,25735.023637770544
149,25735.023637770544
150,25735.023637770544
151,25735.023637770544
152,25665.77059807566
153,25665.77059807566
154,25665.77059807566
155,25665.77059807566
156,25664.12004695264
157,25664.12004695264
158,25591.015540905384
159,25591.015540905384
160,25591.015540905384
161,25591.015540905384
162,25591.015540905384
163,25415.412707918902
164,25415.412707918902
165,25415.412707918902
166,24963.760869180438
167,24785.6338806316
168,24785.6338806316
169,24785.6338806316
170,24589.49995822017
171,24589.49995822017
172,24288.77579667732
173,24288.77579667732
174,24288.77579667732
175,24288.77579667732
176,24288.77579667732
177,24288.77579667732
178,24288.77579667732
179,24288.77579667732
180,24288.77579667732
181,24216.450964196963
182,24216.450964196963
183,24212.23084103656
184,24212.23084103656
185,24212.23084103656
186,24212.23084103656
187,24212.23084103656
188,24212.23084103656
189,24212.23084103656
190,24178.7908620345
191,24076.248416848157
192,24076.248416848157
193,24076.248416848157
194,24023.68223147477
195,24002.72130151042
196,23906.283480242862
197,23906.283480242862
198,23906.283480242862
199,23865.63469661495
200,23782.910810055637
