dataset,dataset_file,dataset_path,num_customers,family_group,model,seed,best_score,best_distance,runtime_seconds,packing_time_seconds,feasible_routes,infeasible_routes,feasibility_rate,boxes_total,boxes_packed,fill_rate,avg_fill_rate,min_fill_rate,max_fill_rate,fill_balance_penalty,route_fill_std,unpacked_boxes,route_count,avg_route_fill,min_route_fill,max_route_fill,avg_route_boxes,min_route_boxes,max_route_boxes,avg_boxes_per_route,min_boxes_per_route,max_boxes_per_route,avg_customers_per_route,min_customers_per_route,max_customers_per_route,tiny_route_count,merged_route_count,overflow_route_count,route_balance_penalty,chosen_split_limit,chosen_split_strategy,chosen_distance_limit,number_of_split_candidates_tested,candidate_route_counts,candidate_fill_rates,candidate_distances
XML50_1142_01_merged_with_boxes_norm,XML50_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML50_1142_01_merged_with_boxes_norm.json,50,1142,baseline_c,3000,10288.972346099086,10288.972346099086,30.799773500009906,0.002626399975270033,2,0,1.0,120,120,0.07860720693433104,0.07860720693433104,0.06716714632781173,0.09004726754085036,0.02288012121303863,0.011440060606519316,0,2,0.07860720693433104,0.06716714632781173,0.09004726754085036,60.0,50,70,60.0,50,70,25.0,20,30,0,0,0,,,,,,,,
XML50_1142_01_merged_with_boxes_norm,XML50_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML50_1142_01_merged_with_boxes_norm.json,50,1142,baseline_c,3001,8860.457971229001,8860.457971229001,35.634941700001946,0.0043741000117734075,2,0,1.0,120,120,0.07860720693433104,0.07860720693433104,0.06725691925191682,0.08995749461674526,0.022700575364828446,0.011350287682414223,0,2,0.07860720693433104,0.06725691925191682,0.08995749461674526,60.0,50,70,60.0,50,70,25.0,19,31,0,0,0,,,,,,,,
XML50_1142_01_merged_with_boxes_norm,XML50_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML50_1142_01_merged_with_boxes_norm.json,50,1142,baseline_c,3004,9467.804919753153,9467.804919753153,37.194206299987854,0.004814399988390505,2,0,1.0,120,120,0.07860720693433104,0.07860720693433104,0.07192462795577792,0.08528978591288418,0.013365157957106258,0.006682578978553129,0,2,0.07860720693433104,0.07192462795577792,0.08528978591288418,60.0,50,70,60.0,50,70,25.0,24,26,0,0,0,,,,,,,,
XML50_1142_01_merged_with_boxes_norm,XML50_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML50_1142_01_merged_with_boxes_norm.json,50,1142,baseline_c,3002,10290.587463834992,10290.587463834992,38.6484613000066,0.0027753000031225383,2,0,1.0,120,120,0.07860720693433104,0.07860720693433104,0.0784994463606993,0.0787149675079628,0.00021552114726348937,0.00010776057363174468,0,2,0.07860720693433104,0.0784994463606993,0.0787149675079628,60.0,53,67,60.0,53,70,25.0,22,28,0,0,0,,,,,,,,
XML50_1142_01_merged_with_boxes_norm,XML50_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML50_1142_01_merged_with_boxes_norm.json,50,1142,baseline_c,3003,8578.777945657666,8578.777945657666,38.86007819999941,0.004901600012090057,2,0,1.0,120,120,0.07860720693433104,0.07860720693433104,0.06641969774667175,0.09079471612199033,0.02437501837531858,0.01218750918765929,0,2,0.07860720693433104,0.06641969774667175,0.09079471612199033,60.0,53,67,60.0,53,70,25.0,20,30,0,0,0,,,,,,,,
XML50_1142_01_merged_with_boxes_norm,XML50_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML50_1142_01_merged_with_boxes_norm.json,50,1142,baseline_c,3005,9032.415921821208,9032.415921821208,38.33739780000178,0.003183300024829805,2,0,1.0,120,120,0.07860720693433104,0.07860720693433104,0.062104093207179314,0.09511032066148278,0.03300622745430347,0.016503113727151734,0,2,0.07860720693433104,0.062104093207179314,0.09511032066148278,60.0,52,68,60.0,52,70,25.0,20,30,0,0,0,,,,,,,,
XML50_1142_01_merged_with_boxes_norm,XML50_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML50_1142_01_merged_with_boxes_norm.json,50,1142,baseline_c,3006,11109.812583583804,11109.812583583804,38.153884300001664,0.002554399979999289,2,0,1.0,120,120,0.07860720693433106,0.07860720693433106,0.05349870986211511,0.103715704006547,0.0502169941444319,0.02510849707221595,0,2,0.07860720693433106,0.05349870986211511,0.103715704006547,60.0,51,69,60.0,51,70,25.0,21,29,0,0,0,,,,,,,,
XML50_1142_01_merged_with_boxes_norm,XML50_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML50_1142_01_merged_with_boxes_norm.json,50,1142,baseline_c,3007,8679.361595885704,8679.361595885704,39.14203100002487,0.0021619000181090087,2,0,1.0,120,120,0.07860720693433104,0.07860720693433104,0.06143782764798556,0.09577658622067652,0.034338758572690954,0.017169379286345477,0,2,0.07860720693433104,0.06143782764798556,0.09577658622067652,60.0,53,67,60.0,53,70,25.0,23,27,0,0,0,,,,,,,,
XML50_1142_01_merged_with_boxes_norm,XML50_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML50_1142_01_merged_with_boxes_norm.json,50,1142,baseline_c,3008,9336.385149986882,9336.385149986882,39.028306299995165,0.004310499993152916,2,0,1.0,120,120,0.07860720693433106,0.07860720693433106,0.07344373263313403,0.08377068123552808,0.010326948602394054,0.005163474301197027,0,2,0.07860720693433106,0.07344373263313403,0.08377068123552808,60.0,50,70,60.0,50,70,25.0,19,31,0,0,0,,,,,,,,
XML50_1142_01_merged_with_boxes_norm,XML50_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML50_1142_01_merged_with_boxes_norm.json,50,1142,baseline_c,3009,10800.847520616104,10800.847520616104,39.999390300014056,0.0024967000063043088,2,0,1.0,120,120,0.07860720693433104,0.07860720693433104,0.06895089489136844,0.08826351897729366,0.019312624085925226,0.009656312042962613,0,2,0.07860720693433104,0.06895089489136844,0.08826351897729366,60.0,50,70,60.0,50,70,25.0,17,33,0,0,0,,,,,,,,
