file,best_score,unpacked,infeasible,duration
"C:\Kanu\Dissertation\Benchmark dataset and instance generator for Real-World 3dBPP\Output\merged\XML100_1111_01_merged_norm.json","24661.928313971643","0","0","17.77132487297058"
"C:\Kanu\Dissertation\Benchmark dataset and instance generator for Real-World 3dBPP\Output\merged\XML100_1111_02_merged_norm.json","25971.22527548776","0","0","17.60433077812195"
"C:\Kanu\Dissertation\Benchmark dataset and instance generator for Real-World 3dBPP\Output\merged\XML100_1111_03_merged_norm.json","22930.857034580273","0","0","17.049036502838135"
