gen,best_score
1,49041.89272902862
2,49041.89272902862
3,47627.55314731389
4,46649.71828582579
5,46604.28358175919
6,46357.06844780348
7,45634.57764123522
8,43440.722924804504
9,43440.722924804504
10,43404.73820447664
11,42786.40162817429
12,42592.623023358596
13,41936.45970555545
14,41936.45970555545
15,41936.45970555545
16,40501.00979010457
17,40501.00979010457
18,38968.98399791698
19,38968.98399791698
20,38968.98399791698
21,38968.98399791698
22,38968.98399791698
23,37821.53721301089
24,37821.53721301089
25,37421.60916972637
26,37421.60916972637
27,37135.779744378946
28,37066.34657430308
29,36469.774649931336
30,36324.93283294221
31,36324.93283294221
32,36324.93283294221
33,36223.51062398985
34,35797.3953932907
35,35601.897728829514
36,35601.897728829514
37,34520.68875793975
38,34520.68875793975
39,34520.68875793975
40,34484.32004916619
41,34395.96369241889
42,34245.93002012523
43,34210.12946731721
44,34210.12946731721
45,33969.59577050616
46,33870.83067155213
47,33706.80270397806
48,33706.80270397806
49,33504.56911248197
50,33362.45198318808
51,33030.92465461286
52,33030.92465461286
53,32983.69903108706
54,32983.69903108706
55,32560.116806906757
56,32560.116806906757
57,32560.116806906757
58,32490.02463396269
59,32490.02463396269
60,32154.525025760602
61,31300.579667257367
62,31300.579667257367
63,31300.579667257367
64,31300.579667257367
65,31155.907786100695
66,30770.511706060428
67,30770.511706060428
68,30671.853394227324
69,30671.853394227324
70,30671.853394227324
71,30671.853394227324
72,30273.42755721758
73,29944.58135758548
74,29944.58135758548
75,29759.97473571369
76,29759.97473571369
77,29460.654442746338
78,29300.313492117573
79,29300.313492117573
80,29300.313492117573
81,29202.86404773694
82,29202.86404773694
83,29202.86404773694
84,29202.86404773694
85,29202.86404773694
86,29037.48021793109
87,29037.48021793109
88,28861.292217542217
89,28861.292217542217
90,28861.292217542217
91,28861.292217542217
92,28749.13157096419
93,28602.27911430622
94,28602.27911430622
95,28393.489914862013
96,28209.879692745697
97,28209.879692745697
98,28209.879692745697
99,28209.879692745697
100,28209.879692745697
101,28209.879692745697
102,28109.972012385904
103,27929.977928521486
104,27929.977928521486
105,27929.977928521486
106,27929.977928521486
107,27830.65464836917
108,27830.65464836917
109,27830.65464836917
110,27752.455912695266
111,27752.455912695266
112,27752.455912695266
113,27565.802786082768
114,27439.94984252228
115,27438.74507544012
116,27281.195933069037
117,27281.195933069037
118,27281.195933069037
119,27281.195933069037
120,27180.647743617625
121,27180.647743617625
122,27180.647743617625
123,27180.647743617625
124,26534.765332414536
125,26534.765332414536
126,26534.765332414536
127,26534.765332414536
128,26534.765332414536
129,26218.649835022374
130,26218.649835022374
131,26218.649835022374
132,26218.649835022374
133,26218.649835022374
134,26218.649835022374
135,26186.88753846762
136,26151.676051775674
137,26043.552046599736
138,25885.955307857188
139,25837.094407153316
140,25837.094407153316
141,25634.969706610984
142,25634.969706610984
143,25517.462183291555
144,25219.70030371066
145,25219.70030371066
146,25219.70030371066
147,25194.975375177066
148,25194.975375177066
149,25081.970207028397
150,24255.849518803043
151,24255.849518803043
152,24255.849518803043
153,24185.7954622681
154,24154.20191295089
155,24015.653043751765
156,24015.653043751765
157,24015.653043751765
158,24015.653043751765
159,23981.24847477587
160,23981.24847477587
161,23862.17936586553
162,23862.17936586553
163,23862.17936586553
164,23862.17936586553
165,23862.17936586553
166,23862.17936586553
167,23862.17936586553
168,23862.17936586553
169,23862.17936586553
170,23862.17936586553
171,23862.17936586553
172,23850.898651102954
173,23846.84607312395
174,23734.96213037048
175,23732.036184241628
176,23732.036184241628
177,23732.036184241628
178,23681.04460536861
179,23624.186100540675
180,23624.186100540675
181,23624.186100540675
182,23624.186100540675
183,23587.569719565545
184,23506.45110433844
185,23357.26376430423
186,23357.26376430423
187,23357.26376430423
188,23220.207096154274
189,23220.207096154274
190,23027.980157577655
191,23027.980157577655
192,23027.980157577655
193,23027.980157577655
194,23027.980157577655
195,23027.980157577655
196,23027.980157577655
197,23027.980157577655
198,23027.980157577655
199,22954.354268240884
200,22942.455281572176
