dataset,dataset_file,dataset_path,num_customers,family_group,model,seed,best_score,best_distance,runtime_seconds,packing_time_seconds,feasible_routes,infeasible_routes,feasibility_rate,boxes_total,boxes_packed,fill_rate,avg_fill_rate,min_fill_rate,max_fill_rate,fill_balance_penalty,route_fill_std,unpacked_boxes,route_count,avg_route_fill,min_route_fill,max_route_fill,avg_route_boxes,min_route_boxes,max_route_boxes,avg_boxes_per_route,min_boxes_per_route,max_boxes_per_route,avg_customers_per_route,min_customers_per_route,max_customers_per_route,tiny_route_count,merged_route_count,overflow_route_count,route_balance_penalty,chosen_split_limit,chosen_split_strategy,chosen_distance_limit,number_of_split_candidates_tested,candidate_route_counts,candidate_fill_rates,candidate_distances
XML700_1111_01_merged_with_boxes_norm,XML700_1111_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML700_1111_01_merged_with_boxes_norm.json,700,1111,baseline_a,3000,285684.3786706419,285684.3786706419,66.77566839999054,0.0,0,0,0.0,1745,0,0.0,0.0,0.0,0.0,0.0,0.0,1745,26,0.0,0.0,0.0,67.11538461538461,9,70,67.11538461538461,9,70,26.923076923076923,3,33,0,0,0,,,,,,,,
XML700_1111_01_merged_with_boxes_norm,XML700_1111_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML700_1111_01_merged_with_boxes_norm.json,700,1111,baseline_a,3001,274149.2270928946,274149.2270928946,67.30386400001589,0.0,0,0,0.0,1745,0,0.0,0.0,0.0,0.0,0.0,0.0,1745,26,0.0,0.0,0.0,67.11538461538461,11,70,67.11538461538461,11,70,26.923076923076923,6,32,0,0,0,,,,,,,,
XML700_1111_01_merged_with_boxes_norm,XML700_1111_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML700_1111_01_merged_with_boxes_norm.json,700,1111,baseline_a,3002,274965.78402786853,274965.78402786853,66.17714640000486,0.0,0,0,0.0,1745,0,0.0,0.0,0.0,0.0,0.0,0.0,1745,26,0.0,0.0,0.0,67.11538461538461,18,70,67.11538461538461,18,70,26.923076923076923,9,32,0,0,0,,,,,,,,
XML700_1111_01_merged_with_boxes_norm,XML700_1111_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML700_1111_01_merged_with_boxes_norm.json,700,1111,baseline_a,3003,285638.4464099872,285638.4464099872,67.02051540001412,0.0,0,0,0.0,1745,0,0.0,0.0,0.0,0.0,0.0,0.0,1745,26,0.0,0.0,0.0,67.11538461538461,16,70,67.11538461538461,16,70,26.923076923076923,5,33,0,0,0,,,,,,,,
XML700_1111_01_merged_with_boxes_norm,XML700_1111_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML700_1111_01_merged_with_boxes_norm.json,700,1111,baseline_a,3004,282758.1333951481,282758.1333951481,65.4744394000154,0.0,0,0,0.0,1745,0,0.0,0.0,0.0,0.0,0.0,0.0,1745,26,0.0,0.0,0.0,67.11538461538461,10,70,67.11538461538461,10,70,26.923076923076923,5,33,0,0,0,,,,,,,,
XML700_1111_01_merged_with_boxes_norm,XML700_1111_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML700_1111_01_merged_with_boxes_norm.json,700,1111,baseline_a,3005,279959.90330466256,279959.90330466256,65.63244880002458,0.0,0,0,0.0,1745,0,0.0,0.0,0.0,0.0,0.0,0.0,1745,26,0.0,0.0,0.0,67.11538461538461,13,70,67.11538461538461,13,70,26.923076923076923,6,32,0,0,0,,,,,,,,
XML700_1111_01_merged_with_boxes_norm,XML700_1111_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML700_1111_01_merged_with_boxes_norm.json,700,1111,baseline_a,3006,279525.60042409634,279525.60042409634,64.60153400001582,0.0,0,0,0.0,1745,0,0.0,0.0,0.0,0.0,0.0,0.0,1745,26,0.0,0.0,0.0,67.11538461538461,13,70,67.11538461538461,13,70,26.923076923076923,4,31,0,0,0,,,,,,,,
XML700_1111_01_merged_with_boxes_norm,XML700_1111_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML700_1111_01_merged_with_boxes_norm.json,700,1111,baseline_a,3007,289044.413386993,289044.413386993,64.65904729999602,0.0,0,0,0.0,1745,0,0.0,0.0,0.0,0.0,0.0,0.0,1745,26,0.0,0.0,0.0,67.11538461538461,18,70,67.11538461538461,18,70,26.923076923076923,6,33,0,0,0,,,,,,,,
XML700_1111_01_merged_with_boxes_norm,XML700_1111_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML700_1111_01_merged_with_boxes_norm.json,700,1111,baseline_a,3008,289765.22736502305,289765.22736502305,64.84641609998653,0.0,0,0,0.0,1745,0,0.0,0.0,0.0,0.0,0.0,0.0,1745,26,0.0,0.0,0.0,67.11538461538461,16,70,67.11538461538461,16,70,26.923076923076923,8,35,0,0,0,,,,,,,,
XML700_1111_01_merged_with_boxes_norm,XML700_1111_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML700_1111_01_merged_with_boxes_norm.json,700,1111,baseline_a,3009,286674.6530280898,286674.6530280898,64.56274290001602,0.0,0,0,0.0,1745,0,0.0,0.0,0.0,0.0,0.0,0.0,1745,26,0.0,0.0,0.0,67.11538461538461,13,70,67.11538461538461,13,70,26.923076923076923,5,34,0,0,0,,,,,,,,
