dataset,dataset_file,dataset_path,num_customers,family_group,model,seed,best_score,best_distance,runtime_seconds,packing_time_seconds,feasible_routes,infeasible_routes,feasibility_rate,boxes_total,boxes_packed,fill_rate,avg_fill_rate,min_fill_rate,max_fill_rate,fill_balance_penalty,route_fill_std,unpacked_boxes,route_count,avg_route_fill,min_route_fill,max_route_fill,avg_route_boxes,min_route_boxes,max_route_boxes,avg_boxes_per_route,min_boxes_per_route,max_boxes_per_route,avg_customers_per_route,min_customers_per_route,max_customers_per_route,tiny_route_count,merged_route_count,overflow_route_count,route_balance_penalty,chosen_split_limit,chosen_split_strategy,chosen_distance_limit,number_of_split_candidates_tested,candidate_route_counts,candidate_fill_rates,candidate_distances
XML100_1142_01_merged_with_boxes_norm,XML100_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\_smoke_bulk\XML100_1142_01_merged_with_boxes_norm.json,100,1142,proposed_no_final_refinement,3000,30754.778637875934,30430.596616735143,82.20570459999726,3.100023604929447e-06,4,0,1.0,240,240,0.07928562871577474,0.07928562871577474,0.07080343183808843,0.08771846513197339,0.016915033293884954,0.007732647473984139,0,4,0.07928562871577474,0.07080343183808843,0.08771846513197339,60.0,51,70,60.0,51,70,25.0,23,27,0,0,2,34.0,65,box_threshold_plus_distance,9131.872451638159,2,"[4, 4]","[0.07928562871577477, 0.07928562871577474]","[32941.683257421624, 30430.596616735143]"
XML100_1142_01_merged_with_boxes_norm,XML100_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\_smoke_bulk\XML100_1142_01_merged_with_boxes_norm.json,100,1142,proposed_no_final_refinement,3004,23423.358293719954,23290.89142925165,65.32695670000976,1.600012183189392e-06,4,0,1.0,240,240,0.07928562871577474,0.07928562871577474,0.06957175545516846,0.08282431572032005,0.013252560265151592,0.00561344279338175,0,4,0.07928562871577474,0.06957175545516846,0.08282431572032005,60.0,55,70,60.0,55,70,25.0,21,29,0,0,1,20.0,65,box_threshold_plus_distance,6586.494652986726,2,"[4, 4]","[0.07928562871577474, 0.07928562871577474]","[23758.68143853145, 23290.89142925165]"
XML100_1142_01_merged_with_boxes_norm,XML100_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\_smoke_bulk\XML100_1142_01_merged_with_boxes_norm.json,100,1142,proposed_no_final_refinement,3005,24080.418834776196,23995.25393823301,65.89555349998409,3.7999998312443495e-06,4,0,1.0,240,240,0.07928562871577474,0.07928562871577474,0.07033314118210222,0.09006329225323062,0.019730151071128396,0.008429716308185686,0,4,0.07928562871577474,0.07033314118210222,0.09006329225323062,60.0,44,70,60.0,44,70,25.0,19,32,0,0,0,34.0,70,box_threshold,,3,"[4, 4, 4]","[0.07928562871577474, 0.07928562871577474, 0.07928562871577474]","[24654.33889950443, 23995.25393823301, 24298.975891809187]"
XML100_1142_01_merged_with_boxes_norm,XML100_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\_smoke_bulk\XML100_1142_01_merged_with_boxes_norm.json,100,1142,proposed_no_final_refinement,3003,22947.932270034336,22598.79789132512,84.22704680002062,1.500011421740055e-06,4,0,1.0,240,240,0.07928562871577474,0.07928562871577474,0.043423124157948995,0.09826865628884536,0.054845532130896366,0.021872724892880408,0,4,0.07928562871577474,0.043423124157948995,0.09826865628884536,60.0,36,69,60.0,36,70,25.0,13,31,1,0,0,48.0,70,box_threshold,,3,"[4, 4, 4]","[0.078644738141531, 0.07928562871577474, 0.07928562871577474]","[23107.051627888628, 22598.79789132512, 23457.255091874453]"
XML100_1142_01_merged_with_boxes_norm,XML100_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\_smoke_bulk\XML100_1142_01_merged_with_boxes_norm.json,100,1142,proposed_no_final_refinement,3001,20823.488870601654,20816.536135754443,119.48996000000625,1.5999539755284786e-06,4,0,1.0,240,240,0.07928562871577476,0.07928562871577476,0.06408845818058773,0.08930678540616775,0.025218327225580026,0.009432251041144962,0,4,0.07928562871577476,0.06408845818058773,0.08930678540616775,60.0,53,65,60.0,53,70,25.0,19,30,0,0,0,18.0,65,box_threshold,,1,[4],[0.07928562871577476],[20816.536135754443]
XML100_1142_01_merged_with_boxes_norm,XML100_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\_smoke_bulk\XML100_1142_01_merged_with_boxes_norm.json,100,1142,proposed_no_final_refinement,3007,22933.875822702652,22825.41886771984,70.40313019999303,1.6999547369778156e-06,3,0,1.0,240,240,0.10571417162103298,0.10571417162103298,0.10212386533513128,0.1080111896444024,0.005887324309271122,0.002571587418714564,0,3,0.10571417162103298,0.10212386533513128,0.1080111896444024,80.0,79,81,80.0,79,70,33.333333333333336,32,34,0,0,3,2.0,75,box_threshold_plus_distance,8684.745670594333,1,[3],[0.10571417162103298],[22825.41886771984]
XML100_1142_01_merged_with_boxes_norm,XML100_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\_smoke_bulk\XML100_1142_01_merged_with_boxes_norm.json,100,1142,proposed_no_final_refinement,3002,23505.27024862499,23381.33747681871,114.86069479997968,1.700012944638729e-06,4,0,1.0,240,240,0.07928562871577474,0.07928562871577474,0.06952814746466744,0.08720887744127398,0.017680729976606538,0.006487285051716226,0,4,0.07928562871577474,0.06952814746466744,0.08720887744127398,60.0,54,69,60.0,54,70,25.0,22,27,0,0,1,18.0,65,box_threshold_plus_distance,6606.770427372513,3,"[4, 4, 4]","[0.07928562871577474, 0.07928562871577474, 0.07928562871577474]","[24190.954320620305, 23396.73840567136, 23381.33747681871]"
XML100_1142_01_merged_with_boxes_norm,XML100_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\_smoke_bulk\XML100_1142_01_merged_with_boxes_norm.json,100,1142,proposed_no_final_refinement,3006,24069.207061951623,23967.457083759953,90.96454469999298,1.800013706088066e-06,3,0,1.0,240,240,0.10571417162103301,0.10571417162103301,0.10030567888241058,0.11409711484071415,0.013791435958303566,0.006010349030142369,0,3,0.10571417162103301,0.10030567888241058,0.11409711484071415,80.0,80,80,80.0,80,70,33.333333333333336,31,37,0,0,3,0.0,75,box_threshold_plus_distance,9011.730349003306,1,[3],[0.10571417162103301],[23967.457083759953]
XML100_1142_01_merged_with_boxes_norm,XML100_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\_smoke_bulk\XML100_1142_01_merged_with_boxes_norm.json,100,1142,proposed_no_final_refinement,3008,25815.086357242424,25796.794827268895,82.77664090000326,1.4999823179095984e-06,4,0,1.0,240,240,0.07928562871577474,0.07928562871577474,0.06409921233988565,0.09226084847733161,0.02816163613744596,0.011025403289007547,0,4,0.07928562871577474,0.06409921233988565,0.09226084847733161,60.0,50,65,60.0,50,70,25.0,23,27,0,0,0,20.0,65,box_threshold,,2,"[4, 4]","[0.07928562871577474, 0.07870892505034512]","[25796.794827268895, 27227.05527024613]"
XML100_1142_01_merged_with_boxes_norm,XML100_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\_smoke_bulk\XML100_1142_01_merged_with_boxes_norm.json,100,1142,proposed_no_final_refinement,3009,24145.453890349127,23965.325052418808,77.93443490000209,1.800013706088066e-06,4,0,1.0,240,240,0.07928562871577476,0.07928562871577476,0.06775576200697779,0.1002679839642976,0.032512221957319815,0.01298694674352509,0,4,0.07928562871577476,0.06775576200697779,0.1002679839642976,60.0,50,70,60.0,50,70,25.0,22,28,0,0,1,28.0,65,box_threshold_plus_distance,6825.279956084464,2,"[4, 4]","[0.07928562871577474, 0.07928562871577476]","[24838.016215186806, 23965.325052418808]"
