gen,best_score
1,47127.198506206216
2,44791.75241543514
3,44791.75241543514
4,44791.75241543514
5,42808.185479810694
6,42475.98327120223
7,42118.8716495417
8,42118.8716495417
9,42118.8716495417
10,42118.8716495417
11,41108.105503313716
12,40434.34035930599
13,40372.694296402566
14,40221.18822293105
15,38676.80716799597
16,38676.80716799597
17,38299.5965815359
18,38299.5965815359
19,38299.5965815359
20,38167.5594471621
21,38054.51893996267
22,37584.0049061133
23,37584.0049061133
24,37182.42008447111
25,36661.26840097342
26,36661.26840097342
27,36661.26840097342
28,36389.90045886176
29,36113.464990163266
30,35817.154225800376
31,35805.30383394507
32,35805.30383394507
33,35805.30383394507
34,35805.30383394507
35,35805.30383394507
36,35805.30383394507
37,35392.11570622805
38,35392.11570622805
39,35392.11570622805
40,35017.980197692625
41,35017.980197692625
42,35017.980197692625
43,34962.37095601391
44,34435.1582177162
45,34435.1582177162
46,34435.1582177162
47,34435.1582177162
48,34435.1582177162
49,34435.1582177162
50,33880.100950240085
51,33880.100950240085
52,33880.100950240085
53,33880.100950240085
54,33694.64021866687
55,33667.057742391
56,33667.057742391
57,33667.057742391
58,32780.980343450494
59,32780.980343450494
60,32780.980343450494
61,32780.980343450494
62,32727.092194836507
63,32634.57854328739
64,32575.228194651485
65,32575.228194651485
66,32528.77791137426
67,32528.77791137426
68,31982.308901136334
69,31981.497727949856
70,31981.497727949856
71,31744.977663506143
72,31744.977663506143
73,31744.977663506143
74,31744.977663506143
75,31526.602341270263
76,31011.349501369048
77,31011.349501369048
78,31011.349501369048
79,31011.349501369048
80,31011.349501369048
81,30789.76317770149
82,30789.76317770149
83,30789.76317770149
84,30789.76317770149
85,30789.76317770149
86,30789.76317770149
87,30703.06951104977
88,30703.06951104977
89,30632.89933867548
90,30593.303331628405
91,30426.938371383607
92,30424.900303508246
93,30387.826453605176
94,30387.826453605176
95,30148.769163842084
96,30148.769163842084
97,30148.769163842084
98,30148.769163842084
99,30148.769163842084
100,30148.769163842084
101,29660.98544987311
102,29552.70799692793
103,29020.0916152064
104,29020.0916152064
105,29020.0916152064
106,29020.0916152064
107,28874.021112161186
108,28836.416362591026
109,28836.416362591026
110,28620.170575687265
111,28620.170575687265
112,28375.520032029865
113,28375.520032029865
114,28344.901921173838
115,28211.495010691757
116,28211.495010691757
117,28211.495010691757
118,28211.495010691757
119,28211.495010691757
120,28211.495010691757
121,28172.175454633478
122,28172.175454633478
123,28172.175454633478
124,27648.00884156344
125,27648.00884156344
126,27648.00884156344
127,27626.261198617973
128,27626.261198617973
129,27608.68928550516
130,27457.563178347184
131,27457.563178347184
132,27457.563178347184
133,27435.07490607513
134,27344.861377418874
135,27344.861377418874
136,27284.5679514073
137,27284.5679514073
138,27284.5679514073
139,27144.323038354232
140,27144.323038354232
141,27144.323038354232
142,27144.323038354232
143,27141.987099251848
144,27141.987099251848
145,27031.31224190349
146,27031.31224190349
147,27031.31224190349
148,27031.31224190349
149,27031.31224190349
150,27031.31224190349
151,27031.31224190349
152,27031.31224190349
153,26947.09990966343
154,26947.09990966343
155,26630.97897594283
156,26485.031383708272
157,26485.031383708272
158,26440.382186716386
159,26440.382186716386
160,26386.666357932594
161,26355.252085958477
162,26355.252085958477
163,26355.252085958477
164,26307.386481028712
165,26307.386481028712
166,26307.386481028712
167,26216.393816070904
168,26216.393816070904
169,26216.393816070904
170,26177.60718327892
171,26177.60718327892
172,26050.255052727272
173,26050.255052727272
174,26050.255052727272
175,25893.26788789934
176,25769.466397929944
177,25769.466397929944
178,25769.466397929944
179,25769.466397929944
180,25769.466397929944
181,25649.14314837548
182,25533.617836919548
183,25533.617836919548
184,25533.617836919548
185,25533.617836919548
186,25512.263537844894
187,25276.4149768345
188,25276.4149768345
189,25276.4149768345
190,25275.629491200867
191,25275.629491200867
192,25091.247253818743
193,25091.247253818743
194,25091.247253818743
195,25091.247253818743
196,25091.247253818743
197,25084.72109046804
198,25084.72109046804
199,25084.72109046804
200,25068.042455899296
