dataset,dataset_file,dataset_path,num_customers,family_group,model,seed,best_score,best_distance,runtime_seconds,packing_time_seconds,feasible_routes,infeasible_routes,feasibility_rate,boxes_total,boxes_packed,fill_rate,avg_fill_rate,min_fill_rate,max_fill_rate,fill_balance_penalty,route_fill_std,unpacked_boxes,route_count,avg_route_fill,min_route_fill,max_route_fill,avg_route_boxes,min_route_boxes,max_route_boxes,avg_boxes_per_route,min_boxes_per_route,max_boxes_per_route,avg_customers_per_route,min_customers_per_route,max_customers_per_route,tiny_route_count,merged_route_count,overflow_route_count,route_balance_penalty,chosen_split_limit,chosen_split_strategy,chosen_distance_limit,number_of_split_candidates_tested,candidate_route_counts,candidate_fill_rates,candidate_distances
XML750_1142_01_merged_with_boxes_norm,XML750_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML750_1142_01_merged_with_boxes_norm.json,750,1142,proposed_no_final_refinement,3000,333217.8924328499,332663.5025204117,202.72010450001108,1.1999974958598614e-05,28,0,1.0,1899,1899,0.10230412191868246,0.10230412191868246,0.07299206191692093,0.13227987744703887,0.05928781553011794,0.013298646861629671,0,28,0.10230412191868246,0.07299206191692093,0.13227987744703887,67.82142857142857,43,70,67.82142857142857,43,70,26.785714285714285,16,34,0,0,0,76.92857142857147,70,box_threshold,,2,"[27, 28]","[0.10436232171124411, 0.10230412191868246]","[345641.4435595515, 332663.5025204117]"
XML750_1142_01_merged_with_boxes_norm,XML750_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML750_1142_01_merged_with_boxes_norm.json,750,1142,proposed_no_final_refinement,3003,330022.96993491607,329528.0718173546,200.18086539994692,1.3000040780752897e-05,28,0,1.0,1899,1899,0.10230412191868245,0.10230412191868245,0.06307260394429043,0.13118619901198186,0.06811359506769143,0.014537834757153279,0,28,0.10230412191868245,0.06307260394429043,0.13118619901198186,67.82142857142857,42,70,67.82142857142857,42,70,26.785714285714285,14,33,0,0,0,64.92857142857147,70,box_threshold,,2,"[27, 28]","[0.10503553127971098, 0.10230412191868245]","[337880.119286568, 329528.0718173546]"
XML750_1142_01_merged_with_boxes_norm,XML750_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML750_1142_01_merged_with_boxes_norm.json,750,1142,proposed_no_final_refinement,3002,327157.94609462767,326663.48053257953,211.36951999994926,1.3399985618889332e-05,28,0,1.0,1899,1899,0.10230412191868246,0.10230412191868246,0.06879899270587454,0.13000702275356033,0.06120803004768578,0.012921589159601175,0,28,0.10230412191868246,0.06879899270587454,0.13000702275356033,67.82142857142857,37,70,67.82142857142857,37,70,26.785714285714285,15,31,0,0,0,64.92857142857147,70,box_threshold,,2,"[27, 28]","[0.10452861182191933, 0.10230412191868246]","[339983.24831963115, 326663.48053257953]"
XML750_1142_01_merged_with_boxes_norm,XML750_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML750_1142_01_merged_with_boxes_norm.json,750,1142,proposed_no_final_refinement,3001,333075.1755271597,332542.41766048723,239.27547520003282,3.130000550299883e-05,28,0,1.0,1899,1899,0.10230412191868246,0.10230412191868246,0.06839775240466296,0.1298700147955794,0.06147226239091645,0.014121724212106907,0,28,0.10230412191868246,0.06839775240466296,0.1298700147955794,67.82142857142857,41,70,67.82142857142857,41,70,26.785714285714285,16,31,0,0,0,72.57142857142861,70,box_threshold,,2,"[27, 28]","[0.10398340174303086, 0.10230412191868246]","[344336.5773984122, 332542.41766048723]"
XML750_1142_01_merged_with_boxes_norm,XML750_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML750_1142_01_merged_with_boxes_norm.json,750,1142,proposed_no_final_refinement,3005,327932.491605845,327477.6409126684,211.06760949996533,1.1399970389902592e-05,28,0,1.0,1899,1899,0.10230412191868246,0.10230412191868246,0.0773098961014625,0.12663017887427797,0.04932028277281547,0.011219550654711872,0,28,0.10230412191868246,0.0773098961014625,0.12663017887427797,67.82142857142857,53,70,67.82142857142857,53,70,26.785714285714285,19,32,0,0,0,57.14285714285717,70,box_threshold,,2,"[27, 28]","[0.10472343669099933, 0.10230412191868246]","[335244.9352817145, 327477.6409126684]"
XML750_1142_01_merged_with_boxes_norm,XML750_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML750_1142_01_merged_with_boxes_norm.json,750,1142,proposed_no_final_refinement,3006,324800.53825834004,324135.41525951406,210.6050702999928,1.0600022505968809e-05,28,0,1.0,1899,1899,0.10230412191868246,0.10230412191868246,0.05361568018758246,0.12545353718508892,0.07183785699750646,0.01525391194288151,0,28,0.10230412191868246,0.05361568018758246,0.12545353718508892,67.82142857142857,40,70,67.82142857142857,40,70,26.785714285714285,15,33,1,0,0,62.92857142857147,70,box_threshold,,2,"[27, 28]","[0.10402954975383717, 0.10230412191868246]","[330111.5004371158, 324135.41525951406]"
XML750_1142_01_merged_with_boxes_norm,XML750_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML750_1142_01_merged_with_boxes_norm.json,750,1142,proposed_no_final_refinement,3004,330911.12326064333,330366.5427826861,226.1821409999975,1.1100026313215494e-05,28,0,1.0,1899,1899,0.10230412191868245,0.10230412191868245,0.06261210105007384,0.1249915553624774,0.06237945431240356,0.013965009451869757,0,28,0.10230412191868245,0.06261210105007384,0.1249915553624774,67.82142857142857,48,70,67.82142857142857,48,70,26.785714285714285,18,32,0,0,0,74.92857142857147,70,box_threshold,,2,"[27, 28]","[0.10455724238845437, 0.10230412191868245]","[340278.28707103553, 330366.5427826861]"
XML750_1142_01_merged_with_boxes_norm,XML750_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML750_1142_01_merged_with_boxes_norm.json,750,1142,proposed_no_final_refinement,3008,336692.33777816384,336139.29148477735,181.86816410004394,1.0699965059757233e-05,28,0,1.0,1899,1899,0.10230412191868246,0.10230412191868246,0.06095320538279583,0.1285454540984458,0.06759224871564998,0.013796305652632224,0,28,0.10230412191868246,0.06095320538279583,0.1285454540984458,67.82142857142857,37,70,67.82142857142857,37,70,26.785714285714285,13,33,0,0,0,76.57142857142861,70,box_threshold,,2,"[27, 28]","[0.10458610377356162, 0.10230412191868246]","[346257.9706331095, 336139.29148477735]"
XML750_1142_01_merged_with_boxes_norm,XML750_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML750_1142_01_merged_with_boxes_norm.json,750,1142,proposed_no_final_refinement,3007,323092.43326853384,322379.48490899167,205.63627519999864,1.0400020983070135e-05,28,0,1.0,1899,1899,0.10230412191868246,0.10230412191868246,0.05988540289688397,0.12623614232392033,0.06635073942703637,0.01313226158010687,0,28,0.10230412191868246,0.05988540289688397,0.12623614232392033,67.82142857142857,40,70,67.82142857142857,40,70,26.785714285714285,14,32,1,0,0,72.57142857142861,70,box_threshold,,2,"[27, 28]","[0.10405884082139118, 0.10230412191868246]","[332745.68027497653, 322379.48490899167]"
XML750_1142_01_merged_with_boxes_norm,XML750_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML750_1142_01_merged_with_boxes_norm.json,750,1142,proposed_no_final_refinement,3009,332624.14315423724,332104.8298035248,178.4329181999783,8.999952115118504e-06,28,0,1.0,1899,1899,0.10230412191868246,0.10230412191868246,0.06329036099521573,0.12842873340831681,0.06513837241310108,0.013077411439330973,0,28,0.10230412191868246,0.06329036099521573,0.12842873340831681,67.82142857142857,42,70,67.82142857142857,42,70,26.785714285714285,18,31,0,0,0,69.85714285714289,70,box_threshold,,2,"[27, 28]","[0.10184056900950823, 0.10230412191868246]","[341326.95076238265, 332104.8298035248]"
