gen,best_score
1,49391.75853902162
2,49061.39072092809
3,48854.154667358955
4,47538.14249415956
5,47065.12513248159
6,46145.2857567888
7,46145.2857567888
8,46055.02948020268
9,43728.9171567554
10,43162.61587151067
11,42500.20146621275
12,42500.20146621275
13,42500.20146621275
14,42500.20146621275
15,42411.2300493018
16,42012.57176081457
17,41597.82191195531
18,41461.030327268236
19,41403.5368277481
20,41204.76841707873
21,40263.89936599717
22,40263.89936599717
23,40263.89936599717
24,40232.927196948265
25,40232.927196948265
26,39483.49465394847
27,39278.28566454787
28,39278.28566454787
29,39205.875202523086
30,38630.67969349653
31,38630.67969349653
32,38630.67969349653
33,37916.10354116722
34,37916.10354116722
35,36631.122757218625
36,36631.122757218625
37,36631.122757218625
38,36631.122757218625
39,36423.37834553206
40,36423.37834553206
41,35972.64123952955
42,35972.64123952955
43,35972.64123952955
44,35859.633051378456
45,35529.26384523815
46,35529.26384523815
47,35529.26384523815
48,35529.26384523815
49,35040.56715489732
50,35040.56715489732
51,34736.75194657327
52,34736.75194657327
53,34547.2342687071
54,34547.2342687071
55,34547.2342687071
56,34320.47430064211
57,34320.47430064211
58,33470.01966920881
59,33470.01966920881
60,33179.878409217985
61,33179.878409217985
62,32951.48241950252
63,32951.48241950252
64,32951.48241950252
65,32951.48241950252
66,32922.763047593384
67,32729.622885755554
68,32537.741054948106
69,32325.758247351943
70,32325.758247351943
71,32325.758247351943
72,32325.758247351943
73,32303.550755373522
74,32303.550755373522
75,32117.036198779955
76,31979.289618553157
77,31979.289618553157
78,31820.8520083522
79,31700.421223016707
80,31369.743673925543
81,31253.061790953834
82,31253.061790953834
83,31253.061790953834
84,31253.061790953834
85,30697.982434333397
86,30697.982434333397
87,30697.982434333397
88,30697.982434333397
89,30697.982434333397
90,30697.982434333397
91,30361.646331414486
92,30361.646331414486
93,30361.646331414486
94,29476.790231877887
95,29476.790231877887
96,29476.790231877887
97,29476.790231877887
98,29476.790231877887
99,29476.790231877887
100,29476.790231877887
101,29472.70387918722
102,29472.70387918722
103,29436.77862960223
104,29436.77862960223
105,29436.77862960223
106,29436.77862960223
107,29436.77862960223
108,29432.69227691157
109,28283.5587543589
110,28283.5587543589
111,28283.5587543589
112,28283.5587543589
113,27915.884373450303
114,27915.884373450303
115,27657.915622133754
116,27657.915622133754
117,27657.915622133754
118,27657.915622133754
119,27657.915622133754
120,27379.35691687731
121,27379.35691687731
122,27379.35691687731
123,27263.12461871784
124,27263.12461871784
125,27263.12461871784
126,27236.40135935774
127,27236.40135935774
128,27236.40135935774
129,27236.40135935774
130,26988.187566725428
131,26988.187566725428
132,26988.187566725428
133,26988.187566725428
134,26988.187566725428
135,26771.254817794696
136,26771.254817794696
137,26145.7545310728
138,26145.7545310728
139,26145.7545310728
140,26145.7545310728
141,26145.7545310728
142,26145.7545310728
143,25968.035281168563
144,25968.035281168563
145,25912.96391932253
146,25912.96391932253
147,25912.96391932253
148,25779.595410291167
149,25779.595410291167
150,25779.595410291167
151,25779.595410291167
152,25756.821768228365
153,25756.821768228365
154,25756.821768228365
155,25756.821768228365
156,25749.442367585856
157,25749.442367585856
158,25749.442367585856
159,25749.442367585856
160,25749.442367585856
161,25748.833667988703
162,25644.96515395491
163,25644.96515395491
164,25644.96515395491
165,25470.019269028366
166,25470.019269028366
167,25470.019269028366
168,25470.019269028366
169,25470.019269028366
170,25470.019269028366
171,25303.368683761655
172,25303.368683761655
173,25303.368683761655
174,25303.368683761655
175,25303.368683761655
176,25303.368683761655
177,25303.368683761655
178,25303.368683761655
179,25303.368683761655
180,25303.368683761655
181,25159.475621733727
182,25159.475621733727
183,25159.475621733727
184,25159.475621733727
185,25159.475621733727
186,25043.27581974175
187,25043.27581974175
188,25043.27581974175
189,24910.511407111448
190,24910.511407111448
191,24910.511407111448
192,24910.511407111448
193,24794.311605119474
194,24794.311605119474
195,24757.863095844416
196,24642.62243099619
197,24642.62243099619
198,24642.62243099619
199,24642.62243099619
200,24216.731263562353
