gen,best_score
1,48028.97984892277
2,48028.73430641403
3,47181.13393375366
4,46743.75020571904
5,44277.64755582741
6,44277.64755582741
7,43869.01534278864
8,43137.818006869624
9,42904.94419265315
10,41976.26305229881
11,41976.26305229881
12,41466.84614186734
13,41461.16114259012
14,40982.33914358748
15,40015.991181026126
16,39990.56276548873
17,39252.61294979657
18,39084.37766178241
19,38600.439250650554
20,38600.439250650554
21,38600.439250650554
22,38270.624856947834
23,38270.624856947834
24,37939.93985696347
25,37409.165369714654
26,36452.3138344482
27,36452.3138344482
28,36370.8651114206
29,35715.45833748427
30,35606.34138729254
31,35546.09550326619
32,35546.09550326619
33,35201.5751480526
34,34774.7876155199
35,34774.7876155199
36,34430.10725410616
37,34430.10725410616
38,34430.10725410616
39,34430.10725410616
40,34089.029933220205
41,33703.68655200787
42,33703.68655200787
43,33290.06602920626
44,33290.06602920626
45,33290.06602920626
46,33277.773810968574
47,32915.65513434104
48,32751.97025407976
49,32541.963725661208
50,32541.963725661208
51,32520.632475146205
52,32520.632475146205
53,32053.588715003196
54,31983.908182993106
55,31983.908182993106
56,31983.908182993106
57,31983.908182993106
58,31932.98864224034
59,31784.1807479797
60,31418.351731250663
61,31267.960776051386
62,31267.960776051386
63,31164.949461761487
64,31164.949461761487
65,31164.949461761487
66,31164.949461761487
67,30702.90774678605
68,30702.90774678605
69,30702.90774678605
70,30593.387187367276
71,30313.3333228678
72,30313.3333228678
73,30290.81519598163
74,30211.50870464873
75,30211.50870464873
76,29725.37311437293
77,29725.37311437293
78,29665.769982896425
79,29665.769982896425
80,29665.769982896425
81,29665.769982896425
82,29655.5010738822
83,29433.900114835127
84,29433.900114835127
85,29082.60040772217
86,29082.60040772217
87,29082.60040772217
88,29082.60040772217
89,29082.60040772217
90,28920.418701225542
91,28721.943293602006
92,28721.943293602006
93,28721.943293602006
94,28721.943293602006
95,28721.943293602006
96,28721.943293602006
97,28721.943293602006
98,28566.192105049482
99,28514.720253980155
100,28514.720253980155
101,28165.812517902836
102,28165.812517902836
103,28165.812517902836
104,28165.812517902836
105,28165.812517902836
106,28104.34051921676
107,28104.34051921676
108,28010.026027209395
109,27741.041068468512
110,27383.81296021607
111,27383.81296021607
112,27362.10484533286
113,27362.10484533286
114,27021.49107077169
115,27021.49107077169
116,27021.49107077169
117,27021.49107077169
118,26872.002742404
119,26872.002742404
120,26872.002742404
121,26872.002742404
122,26872.002742404
123,26872.002742404
124,26872.002742404
125,26816.28241940442
126,26816.28241940442
127,26816.28241940442
128,26816.28241940442
129,26816.28241940442
130,26697.427787693563
131,26568.2263226063
132,26568.2263226063
133,26568.2263226063
134,26467.0687073104
135,26467.0687073104
136,26357.112087793586
137,26357.112087793586
138,26357.112087793586
139,26299.562374378507
140,25810.397877118292
141,25810.397877118292
142,25741.932741992914
143,25741.932741992914
144,25741.932741992914
145,25741.932741992914
146,25629.2396253648
147,25629.2396253648
148,25629.2396253648
149,25574.18174367744
150,25489.010042952483
151,25342.832416261248
152,25342.832416261248
153,25342.832416261248
154,25342.832416261248
155,25342.832416261248
156,25342.832416261248
157,24948.520912711516
158,24374.075212231848
159,24374.075212231848
160,24374.075212231848
161,24374.075212231848
162,24374.075212231848
163,24374.075212231848
164,24374.075212231848
165,24374.075212231848
166,24374.075212231848
167,24374.075212231848
168,24223.368452461178
169,24223.368452461178
170,24223.368452461178
171,24104.447017348
172,24104.447017348
173,24083.726753385945
174,24083.726753385945
175,24061.435595404335
176,24061.435595404335
177,24061.435595404335
178,23939.201747273404
179,23656.35720469624
180,23656.35720469624
181,23604.320381556074
182,23604.320381556074
183,23604.320381556074
184,23389.260314717612
185,23389.260314717612
186,23389.260314717612
187,23387.53235627767
188,23387.53235627767
189,23387.53235627767
190,23387.53235627767
191,23387.53235627767
192,23387.53235627767
193,23387.53235627767
194,23387.53235627767
195,23387.53235627767
196,23347.516937818033
197,23344.84989282773
198,23344.84989282773
199,23312.142481139686
200,23312.142481139686
