dataset,dataset_file,dataset_path,num_customers,family_group,model,seed,best_score,best_distance,runtime_seconds,packing_time_seconds,feasible_routes,infeasible_routes,feasibility_rate,boxes_total,boxes_packed,fill_rate,avg_fill_rate,min_fill_rate,max_fill_rate,fill_balance_penalty,route_fill_std,unpacked_boxes,route_count,avg_route_fill,min_route_fill,max_route_fill,avg_route_boxes,min_route_boxes,max_route_boxes,avg_boxes_per_route,min_boxes_per_route,max_boxes_per_route,avg_customers_per_route,min_customers_per_route,max_customers_per_route,tiny_route_count,merged_route_count,overflow_route_count,route_balance_penalty,chosen_split_limit,chosen_split_strategy,chosen_distance_limit,number_of_split_candidates_tested,candidate_route_counts,candidate_fill_rates,candidate_distances
XML250_1111_01_merged_with_boxes_norm,XML250_1111_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML250_1111_01_merged_with_boxes_norm.json,250,1111,proposed_no_route_balance_mutation,3001,88966.88822648444,88975.60576607301,94.06128870000248,3.7999707274138927e-06,9,0,1.0,627,627,0.09328183445919241,0.09328183445919241,0.07937650293984076,0.1015939814589519,0.022217478519111142,0.007669150636988925,0,9,0.09328183445919241,0.07937650293984076,0.1015939814589519,69.66666666666667,69,70,69.66666666666667,69,70,27.77777777777778,22,33,0,0,0,3.999999999999986,70,box_threshold,,3,"[9, 9, 10]","[0.09328183445919241, 0.09328183445919241, 0.08351373868141787]","[88975.60576607301, 89188.1971987451, 92466.1111755051]"
XML250_1111_01_merged_with_boxes_norm,XML250_1111_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML250_1111_01_merged_with_boxes_norm.json,250,1111,proposed_no_route_balance_mutation,3000,84968.32302191369,84842.27065577584,122.185399399983,3.8000289350748062e-06,10,0,1.0,627,627,0.08395365101327319,0.08395365101327319,0.06536376517605215,0.10424543836454372,0.038881673188491575,0.009768508864667864,0,10,0.08395365101327319,0.06536376517605215,0.10424543836454372,62.7,53,65,62.7,53,70,25.0,20,28,0,0,0,28.799999999999983,65,box_threshold,,3,"[9, 9, 10]","[0.09328183445919241, 0.09328183445919241, 0.08395365101327319]","[91748.49425074896, 87122.12898353153, 84842.27065577584]"
XML250_1111_01_merged_with_boxes_norm,XML250_1111_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML250_1111_01_merged_with_boxes_norm.json,250,1111,proposed_no_route_balance_mutation,3002,88682.19580490788,88666.2556701483,117.40145489998395,4.199973773211241e-06,9,0,1.0,627,627,0.09328183445919241,0.09328183445919241,0.07691847630100677,0.10857159714304966,0.03165312084204289,0.01119486158642294,0,9,0.09328183445919241,0.07691847630100677,0.10857159714304966,69.66666666666667,68,71,69.66666666666667,68,70,27.77777777777778,26,30,0,0,0,8.666666666666671,71,box_threshold,,3,"[9, 9, 10]","[0.09328183445919241, 0.09253680197964123, 0.08340352104120297]","[88666.2556701483, 91840.65656881286, 95526.85253677973]"
XML250_1111_01_merged_with_boxes_norm,XML250_1111_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML250_1111_01_merged_with_boxes_norm.json,250,1111,proposed_no_route_balance_mutation,3005,88247.96190033879,88253.91657449213,116.96824829999241,5.599955329671502e-06,9,0,1.0,627,627,0.09328183445919241,0.09328183445919241,0.08661214328379321,0.10480214932494544,0.01819000604115223,0.006116181652788567,0,9,0.09328183445919241,0.08661214328379321,0.10480214932494544,69.66666666666667,68,70,69.66666666666667,68,70,27.77777777777778,23,31,0,0,0,4.666666666666643,70,box_threshold,,3,"[9, 9, 10]","[0.09328183445919241, 0.09328183445919241, 0.08395365101327318]","[88253.91657449213, 88539.42320578419, 88957.70361115603]"
XML250_1111_01_merged_with_boxes_norm,XML250_1111_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML250_1111_01_merged_with_boxes_norm.json,250,1111,proposed_no_route_balance_mutation,3003,81728.41638272561,81703.34376341158,142.58486719999928,3.9000005926936865e-06,9,0,1.0,627,627,0.09328183445919241,0.09328183445919241,0.08126539364491071,0.10753300019620482,0.026267606551294106,0.008148898470914386,0,9,0.09328183445919241,0.08126539364491071,0.10753300019620482,69.66666666666667,68,71,69.66666666666667,68,70,27.77777777777778,25,31,0,0,0,10.666666666666671,71,box_threshold,,2,"[9, 10]","[0.09328183445919241, 0.08395365101327318]","[81703.34376341158, 85882.95946989159]"
XML250_1111_01_merged_with_boxes_norm,XML250_1111_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML250_1111_01_merged_with_boxes_norm.json,250,1111,proposed_no_route_balance_mutation,3004,90013.69475632324,89887.35897687069,134.96551529999124,3.8000289350748062e-06,10,0,1.0,627,627,0.08395365101327316,0.08395365101327316,0.06357641150332004,0.10328100055156215,0.03970458904824212,0.011630747093489305,0,10,0.08395365101327316,0.06357641150332004,0.10328100055156215,62.7,54,65,62.7,54,70,25.0,18,30,0,0,0,28.799999999999983,65,box_threshold,,4,"[9, 9, 9, 10]","[0.09213325919767192, 0.09213325919767192, 0.09254680239242287, 0.08395365101327316]","[95089.52010466666, 92425.92711260669, 92241.68047543945, 89887.35897687069]"
XML250_1111_01_merged_with_boxes_norm,XML250_1111_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML250_1111_01_merged_with_boxes_norm.json,250,1111,proposed_no_route_balance_mutation,3008,90886.523639816,90890.2448261667,94.30155520001426,3.9000005926936865e-06,9,0,1.0,627,627,0.09328183445919241,0.09328183445919241,0.07003972068146816,0.10430341572225438,0.03426369504078622,0.011913578899859159,0,9,0.09328183445919241,0.07003972068146816,0.10430341572225438,69.66666666666667,68,70,69.66666666666667,68,70,27.77777777777778,25,32,0,0,0,4.666666666666643,70,box_threshold,,3,"[9, 9, 10]","[0.09328183445919241, 0.09261350357503328, 0.08224679791134107]","[90890.2448261667, 91305.86395133269, 94244.6911826189]"
XML250_1111_01_merged_with_boxes_norm,XML250_1111_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML250_1111_01_merged_with_boxes_norm.json,250,1111,proposed_no_route_balance_mutation,3006,86421.39738172312,86430.2752935509,112.56977610001923,4.399946192279458e-06,9,0,1.0,627,627,0.09328183445919243,0.09328183445919243,0.08041838448030499,0.10135576716872985,0.020937382688424863,0.007369496413476326,0,9,0.09328183445919243,0.08041838448030499,0.10135576716872985,69.66666666666667,69,70,69.66666666666667,69,70,27.77777777777778,25,30,0,0,0,3.999999999999986,70,box_threshold,,3,"[9, 9, 10]","[0.09328183445919243, 0.09308557192803905, 0.08241818187720693]","[86430.2752935509, 87343.76520657308, 93511.27537717833]"
XML250_1111_01_merged_with_boxes_norm,XML250_1111_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML250_1111_01_merged_with_boxes_norm.json,250,1111,proposed_no_route_balance_mutation,3007,89171.88661760114,89160.13659052372,113.97476789998473,3.3999967854470015e-06,9,0,1.0,627,627,0.09328183445919243,0.09328183445919243,0.08152449315450727,0.10746394370207524,0.025939450547567966,0.008552201221717709,0,9,0.09328183445919243,0.08152449315450727,0.10746394370207524,69.66666666666667,68,71,69.66666666666667,68,70,27.77777777777778,24,31,0,0,0,7.999999999999986,71,box_threshold,,4,"[9, 9, 9, 10]","[0.09328183445919243, 0.09328183445919243, 0.09271719996676012, 0.08129034715523602]","[89374.67506151967, 89160.13659052372, 90128.67573841671, 94284.2372794161]"
XML250_1111_01_merged_with_boxes_norm,XML250_1111_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML250_1111_01_merged_with_boxes_norm.json,250,1111,proposed_no_route_balance_mutation,3009,82465.5556452791,82475.83819115337,114.35326850001002,4.800036549568176e-06,9,0,1.0,627,627,0.09328183445919243,0.09328183445919243,0.08761617043779901,0.09912328867108734,0.01150711823328833,0.003095351960184747,0,9,0.09328183445919243,0.08761617043779901,0.09912328867108734,69.66666666666667,69,70,69.66666666666667,69,70,27.77777777777778,23,32,0,0,0,3.999999999999986,70,box_threshold,,4,"[9, 9, 9, 9]","[0.09328183445919243, 0.09249036099194655, 0.09261350357503331, 0.09241724104387992]","[82475.83819115337, 85359.11179506178, 84166.15521361229, 84110.92258227177]"
