dataset,dataset_file,dataset_path,num_customers,family_group,model,seed,best_score,best_distance,runtime_seconds,packing_time_seconds,feasible_routes,infeasible_routes,feasibility_rate,boxes_total,boxes_packed,fill_rate,avg_fill_rate,min_fill_rate,max_fill_rate,fill_balance_penalty,route_fill_std,unpacked_boxes,route_count,avg_route_fill,min_route_fill,max_route_fill,avg_route_boxes,min_route_boxes,max_route_boxes,avg_boxes_per_route,min_boxes_per_route,max_boxes_per_route,avg_customers_per_route,min_customers_per_route,max_customers_per_route,tiny_route_count,merged_route_count,overflow_route_count,route_balance_penalty,chosen_split_limit,chosen_split_strategy,chosen_distance_limit,number_of_split_candidates_tested,candidate_route_counts,candidate_fill_rates,candidate_distances
XML350_1142_01_merged_with_boxes_norm,XML350_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML350_1142_01_merged_with_boxes_norm.json,350,1142,proposed_model,3006,139451.43125555618,138884.9002381519,256.6697841999994,5.500041879713535e-06,12,0,1.0,854,854,0.10400896876394929,0.10400896876394929,0.07400090975430797,0.12962984801349678,0.05562893825918881,0.015477302589263144,0,12,0.10400896876394929,0.07400090975430797,0.12962984801349678,71.16666666666667,51,75,71.16666666666667,51,70,29.166666666666668,20,34,0,0,0,52.66666666666663,75,box_threshold,,3,"[11, 12, 12]","[0.11303571739675214, 0.10400896876394929, 0.10372189443575154]","[141445.89148644716, 138884.9002381519, 143549.39902800223]"
XML350_1142_01_merged_with_boxes_norm,XML350_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML350_1142_01_merged_with_boxes_norm.json,350,1142,proposed_model,3003,149743.51391653606,148251.6061961964,260.5196869999927,1.1000025551766157e-05,13,0,1.0,854,854,0.09600827885903011,0.09600827885903011,0.07707351957662235,0.11532344489486439,0.038249925318242034,0.010164026184379973,0,13,0.09600827885903011,0.07707351957662235,0.11532344489486439,65.6923076923077,57,70,65.6923076923077,57,70,26.923076923076923,22,31,0,0,7,52.30769230769231,65,box_threshold_plus_distance,13012.921167328463,3,"[12, 12, 13]","[0.10285230952383491, 0.10259832455780561, 0.09600827885903011]","[154852.01889778013, 151049.02266818177, 148251.6061961964]"
XML350_1142_01_merged_with_boxes_norm,XML350_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML350_1142_01_merged_with_boxes_norm.json,350,1142,proposed_model,3004,143488.94569695153,142510.58796522627,287.91073520001373,1.0399962775409222e-05,13,0,1.0,854,854,0.0960082788590301,0.0960082788590301,0.04373931043950701,0.12351305665466568,0.07977374621515868,0.019458819641944763,0,13,0.0960082788590301,0.04373931043950701,0.12351305665466568,65.6923076923077,30,70,65.6923076923077,30,70,26.923076923076923,12,32,1,0,0,78.76923076923076,70,box_threshold,,4,"[12, 12, 13, 13]","[0.10358599111102501, 0.10400896876394929, 0.0960082788590301, 0.09565000940228299]","[145711.7548964613, 146895.2231394236, 142510.58796522627, 146071.52190201543]"
XML350_1142_01_merged_with_boxes_norm,XML350_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML350_1142_01_merged_with_boxes_norm.json,350,1142,proposed_model,3001,149241.49705133334,148261.11048834867,305.52241799997864,6.099988240748644e-06,13,0,1.0,854,854,0.0960082788590301,0.0960082788590301,0.040084534025073615,0.11604514341720039,0.07596060939212677,0.019301385632158122,0,13,0.0960082788590301,0.040084534025073615,0.11604514341720039,65.6923076923077,26,70,65.6923076923077,26,70,26.923076923076923,12,34,1,0,0,79.38461538461537,70,box_threshold,,4,"[12, 12, 13, 13]","[0.10276481124913435, 0.10321495474304755, 0.0960082788590301, 0.09600827885903011]","[151266.90536880968, 149869.04282071366, 148261.11048834867, 151357.00677679823]"
XML350_1142_01_merged_with_boxes_norm,XML350_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML350_1142_01_merged_with_boxes_norm.json,350,1142,proposed_model,3007,146044.81012862816,144553.83693152244,308.6117661999888,5.199981387704611e-06,12,0,1.0,854,854,0.10400896876394927,0.10400896876394927,0.09242935273642197,0.14217686392593062,0.04974751118950865,0.013545869458416807,0,12,0.10400896876394927,0.09242935273642197,0.14217686392593062,71.16666666666667,60,79,71.16666666666667,60,70,29.166666666666668,26,33,0,0,8,46.0,70,box_threshold_plus_distance,13633.069870912328,3,"[11, 12, 12]","[0.11148772120534683, 0.10328618353283488, 0.10400896876394927]","[145412.09472316055, 147789.1567007781, 144553.83693152244]"
XML350_1142_01_merged_with_boxes_norm,XML350_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML350_1142_01_merged_with_boxes_norm.json,350,1142,proposed_model,3000,141615.57394018504,140633.88611018212,333.1767887000169,1.0700023267418146e-05,13,0,1.0,854,854,0.09600827885903011,0.09600827885903011,0.03487317775591635,0.11629162800613625,0.0814184502502199,0.01897424228532828,0,13,0.09600827885903011,0.03487317775591635,0.11629162800613625,65.6923076923077,26,70,65.6923076923077,26,70,26.923076923076923,8,33,1,0,0,79.38461538461537,70,box_threshold,,3,"[12, 12, 13]","[0.10285609574666439, 0.10190739565238255, 0.09600827885903011]","[147342.89613805668, 145382.5384402057, 140633.88611018212]"
XML350_1142_01_merged_with_boxes_norm,XML350_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML350_1142_01_merged_with_boxes_norm.json,350,1142,proposed_model,3005,137472.90965391707,136943.72852050242,324.4919820999785,8.400005754083395e-06,12,0,1.0,854,854,0.10400896876394929,0.10400896876394929,0.09154820420605596,0.12492757625011183,0.033379372044055874,0.011130089328975528,0,12,0.10400896876394929,0.09154820420605596,0.12492757625011183,71.16666666666667,59,75,71.16666666666667,59,70,29.166666666666668,23,33,0,0,0,46.66666666666663,75,box_threshold,,3,"[11, 12, 12]","[0.11319083548875987, 0.10400896876394929, 0.10400896876394929]","[138514.13719034544, 136943.72852050242, 139644.772146202]"
XML350_1142_01_merged_with_boxes_norm,XML350_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML350_1142_01_merged_with_boxes_norm.json,350,1142,proposed_model,3002,146115.42373968303,144746.89546653413,331.1626907000027,5.00003807246685e-06,12,0,1.0,854,854,0.10400896876394929,0.10400896876394929,0.08959779232505218,0.13031743490196182,0.040719642576909645,0.013274541354122801,0,12,0.10400896876394929,0.08959779232505218,0.13031743490196182,71.16666666666667,64,76,71.16666666666667,64,70,29.166666666666668,24,31,0,0,7,46.0,70,box_threshold_plus_distance,13747.016377848999,2,"[11, 12]","[0.11100361472849554, 0.10400896876394929]","[147582.88189237934, 144746.89546653413]"
XML350_1142_01_merged_with_boxes_norm,XML350_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML350_1142_01_merged_with_boxes_norm.json,350,1142,proposed_model,3008,140229.3218990701,139612.98671846543,309.85433070000727,5.80001506023109e-06,12,0,1.0,854,854,0.10400896876394929,0.10400896876394929,0.07797454547026461,0.13208956462226035,0.054115019151995736,0.01602669750109209,0,12,0.10400896876394929,0.07797454547026461,0.13208956462226035,71.16666666666667,48,75,71.16666666666667,48,70,29.166666666666668,17,37,0,0,0,62.66666666666663,75,box_threshold,,3,"[11, 12, 12]","[0.11061197781347203, 0.10400896876394929, 0.10377102310722407]","[141250.16823483873, 139612.98671846543, 142288.12620350183]"
XML350_1142_01_merged_with_boxes_norm,XML350_1142_01_merged_with_boxes_norm.json,C:\Kanu\Kanu(D)\Dissertation\Dissertation-3L-SDVRP\VRP\generated_datasets\conference_batch\XML350_1142_01_merged_with_boxes_norm.json,350,1142,proposed_model,3009,137185.64106082005,136579.3472961974,315.62772429999313,4.999921657145023e-06,12,0,1.0,854,854,0.10400896876394929,0.10400896876394929,0.07326924094715995,0.1270621236826944,0.05379288273553445,0.016144307185097326,0,12,0.10400896876394929,0.07326924094715995,0.1270621236826944,71.16666666666667,51,75,71.16666666666667,51,70,29.166666666666668,21,35,0,0,0,60.66666666666663,75,box_threshold,,3,"[12, 12, 13]","[0.10400896876394929, 0.10271261927259567, 0.09527483116480188]","[136579.3472961974, 139579.4428812394, 143338.1584130146]"
